6048,940,9
1916,760,3
5034,831,5
3717,251,4
3537,977,6
9044,781,2
8836,516,3
9122,779,2
2797,518,4
4819,198,8
8463,180,7
7373,488,5
4878,897,3
5781,339,6
9594,812,6
2657,859,4
2446,857,2
5922,955,3
3667,312,6
2015,369,7
4643,651,9
8361,893,8
2136,453,7
5923,888,5
4366,321,8
7640,584,2
9770,640,6
5223,169,4
2642,349,5
5732,973,3
2034,808,8
5230,129,9
7498,147,8
1883,638,6
5314,869,6
2464,570,1
9000,668,2
5429,357,3
9174,208,8
6052,505,6
1554,707,9
7173,447,5
9975,198,7
9955,519,6
3380,529,4
3186,561,3
3772,990,2
2057,750,6
7739,697,4
5261,915,1
6393,677,3
3809,547,5
7494,178,4
3458,930,6
5702,714,7
8198,879,1
6412,241,7
8324,952,6
4220,971,5
6394,859,8
5638,925,1
8793,577,2
5540,779,3
5432,238,1
1160,120,1
4771,756,2
8205,400,8
8751,517,5
9238,317,2
7305,911,8
5778,769,4
7405,453,3
2236,649,4
9184,172,3
1997,368,5
7190,386,7
7402,928,2
4814,916,8
5489,442,5
9405,997,7
2761,153,3
5646,842,6
3674,563,8
2386,294,4
5926,517,6
8921,749,3
1978,935,5
8437,579,8
4663,921,5
6690,202,8
6552,121,6
4473,239,4
7899,299,8
2335,631,3
7107,926,6
5592,847,4
4922,192,2
8610,954,5
5564,492,6
5788,582,7
3771,964,4
4436,789,1
8548,719,5
6583,749,5
2550,941,5
9582,156,6
7216,798,3
8331,407,8
4071,727,2
2618,865,8
3190,972,2
5445,856,1
7615,617,5
1627,965,7
6070,613,3
2945,164,8
1266,177,4
9296,183,8
8525,703,5
9126,865,9
5045,174,4
7654,686,6
7702,784,4
6336,600,8
4974,228,4
7923,640,1
5760,212,1
9223,978,7
2829,334,1
8437,992,2
3273,668,6
1410,202,2
3451,695,7
1457,924,4
4695,495,5
1474,416,3
3690,332,2
1975,560,7
9751,529,2
1236,745,7
2969,386,2
7147,862,4
8753,282,6
4740,589,5
3709,449,3
8077,512,2
6552,762,4
2545,207,3
8044,112,9
4075,857,3
3509,113,2
7218,231,2
8247,455,6
2228,283,4
7952,822,7
3173,326,8
2139,249,1
8979,747,8
8052,515,7
7470,820,8
4546,655,8
2105,738,4
7482,179,8
8688,772,9
3983,777,2
4970,339,4
5524,969,6
1397,233,7
2362,809,1
8377,254,3
7101,578,8
6083,494,4
5842,418,6
7766,596,5
9272,317,7
4120,183,5
2515,575,6
5022,669,1
4547,615,6
9955,259,3
7078,446,3
1865,891,7
2080,853,7
1749,511,2
5471,279,8
5024,619,9
3499,239,5
6590,498,3
5769,368,6
4393,843,7
5655,638,7
2158,650,2
8837,156,9
3986,866,6
4256,256,5
2221,694,5
8082,945,4
6276,712,5
7769,205,5
5008,925,7
8982,523,8
7929,247,5
2471,750,4
3150,331,1
5946,224,2
5557,704,5
3684,557,9
7361,732,4
1991,629,2
4268,553,3
7400,292,9
9388,328,8
6149,811,7
7771,928,8
4922,642,7
6223,486,9
7070,255,2
7139,637,2
9698,929,4
4252,970,4
8128,373,4
7394,361,4
1822,580,3
5610,879,2
5174,595,2
2458,349,6
8527,645,7
6577,602,2
4235,391,6
2635,929,3
7114,222,8
7432,610,8
6876,382,6
6831,236,2
3111,173,3
8896,236,2
5156,344,8
6517,590,2
8332,429,3
3572,881,3
6227,383,7
3522,118,6
5517,389,3
1855,277,6
6521,133,2
1397,615,8
8679,302,5
6393,963,5
1116,897,7
3864,312,8
3453,571,5
9479,326,4
1973,584,8
8559,661,7
6764,376,9
9422,487,8
2702,131,3
2035,804,6
4222,230,2
4835,349,4
3887,229,2
5608,802,8
2119,955,3
6354,365,3
5375,478,3
6348,736,6
9363,744,4
9949,682,5
1895,803,3
3986,438,9
4156,714,2
2072,474,5
6496,158,5
8840,926,5
4851,643,9
5380,640,2
4521,821,7
3714,981,4
4690,815,8
8780,171,5
3755,377,1
4041,986,3
5022,586,8
7674,737,6
4801,140,3
5427,800,5
9136,135,3
3741,577,4
7538,753,7
5949,495,2
1794,407,7
9333,708,2
8013,943,5
8172,419,4
8663,982,3
6726,843,8
9024,272,5
1485,699,4
3079,135,3
2603,153,4
8899,887,3
2267,502,2
6855,701,7
9030,403,2
6354,771,4
5285,632,6
6542,469,8
5807,893,1
6316,388,7
7163,191,8
2369,663,6
1803,321,4
7503,182,1
3784,514,5
2953,632,5
1259,468,6
3976,368,2
1297,854,3
4809,314,3
2402,186,3
4495,499,9
3305,961,3
6531,687,4
5212,470,1
8144,200,6
3480,323,3
2693,960,1
8665,782,7
1647,629,8
7483,704,3
9479,781,8
8853,763,2
6698,623,5
9443,531,2
8793,722,1
3494,451,3
1476,697,5
8616,395,1
6867,133,6
2511,997,2
2380,394,8
7137,472,6
1246,186,2
6905,855,4
5338,888,6
3370,322,1
7275,328,3
7013,777,7
4619,319,7
4987,477,9
4397,348,9
3008,265,4
5135,296,8
1158,694,8
5033,872,6
8107,144,4
6827,695,7
7286,840,6
4090,750,3
9528,876,7
6730,415,1
6601,887,5
6177,730,1
4801,707,5
9598,626,2
9833,280,5
5058,788,5
5426,477,1
1970,646,8
1122,545,6
8987,350,5
8613,615,4
4874,229,8
3194,939,4
3406,721,9
1631,392,5
7918,956,3
4160,322,4
9794,982,8
1938,110,5
8395,882,5
2188,620,2
9810,694,1
6133,416,4
8121,956,3
4913,121,2
2215,744,6
1312,634,5
4534,967,5
8107,521,8
9573,560,3
7841,964,7
8880,426,2
2923,504,8
8471,105,5
6663,763,2
5684,519,8
2085,864,5
5746,312,4
9115,370,4
4423,988,5
4225,212,8
2020,981,5
4802,552,3
5237,943,9
3002,364,5
7530,135,2
5173,821,2
6321,716,6
6428,890,5
2773,118,2
9683,640,4
9817,352,6
5646,587,8
5845,437,9
3215,679,7
5987,796,4
3079,738,2
4760,396,6
5254,424,7
3690,474,6
1487,455,8
3082,676,3
1501,686,3
9209,901,6
8936,348,6
5032,690,6
6808,403,6
6297,620,3
8971,397,4
7379,747,7
5116,338,2
8606,625,1
3534,499,3
9696,332,6
7151,545,3
3444,578,2
8575,111,8
7256,859,3
9664,770,4
8060,875,9
8758,552,3
8253,292,4
8536,143,9
7746,353,9
3836,796,9
6089,928,8
4097,759,8
6289,893,5
1448,461,2
7308,224,6
9733,777,7
1161,948,7
8500,887,6
7333,622,3
5212,898,3
2236,854,7
9330,124,5
8187,242,9
9746,774,7
6883,507,4
5233,709,5
3948,839,7
8257,486,8
9044,382,7
3503,318,3
8594,493,4
7352,764,6
4891,259,5
7687,209,4
3978,401,7
1149,578,8
8826,604,5
3957,113,7
1977,902,7
8240,372,4
6422,227,3
1683,764,9
5196,831,7
8869,507,3
7193,815,7
5190,492,4
3937,149,2
8031,476,2
9760,378,6
2656,786,3
8412,124,3
8861,275,3
9566,494,7
8788,468,3
3461,826,6
3163,725,1
9787,339,4
3263,412,2
7870,171,4
2404,623,1
9491,198,3
3642,351,4
3613,743,6
4711,758,3
5231,364,6
4075,310,9
4227,909,7
8480,901,6
6240,141,4
2732,254,8
3143,108,7
2981,626,1
7850,805,1
7201,964,5
5803,777,4
1701,179,2
6674,135,4
9438,804,9
6404,190,6
3820,576,3
6630,318,3
3422,263,8
1391,345,2
7587,968,7
7313,333,7
6501,604,7
5141,615,5
2863,434,6
7389,628,8
9998,220,8
8947,471,4
2483,451,4
3824,790,2
3469,375,4
6607,677,7
2074,279,2
3733,570,8
5515,841,5
4087,855,3
2562,316,4
2696,860,4
4707,741,6
4203,919,2
5894,370,2
4797,376,2
7311,862,8
9569,197,2
6716,148,7
6489,607,7
5380,787,4
9756,344,3
3557,757,6
2528,671,3
3411,948,2
5656,320,4
7359,425,4
9225,893,2
5721,504,3
6618,438,3
9451,287,6
9606,464,7
4362,810,7
9519,668,6
1349,435,2
5440,226,7
6970,156,8
4361,662,3
7170,477,7
5057,759,5
8218,434,3
3390,436,7
2643,268,2
3829,253,8
6606,840,4
7497,142,2
2374,930,3
4904,764,2
1726,632,3
3446,953,2
4816,668,3
8450,123,2
2813,636,7
7540,674,6
5456,241,7
1318,348,2
8606,994,6
1849,579,3
3719,641,3
8043,689,6
4565,484,7
2876,265,8
6617,349,8
3890,396,8
1884,129,5
7318,828,7
4414,699,1
6274,291,2
5751,746,6
6258,104,6
2866,101,5
4576,235,2
5206,242,5
8121,975,3
8774,921,7
1913,425,3
8358,796,8
7010,925,4
1974,767,6
8914,717,8
1668,861,6
8135,875,5
6945,643,6
4535,740,3
3105,321,4
2226,197,2
8157,279,5
7600,358,2
7521,983,7
5175,869,9
3232,297,3
4183,438,9
3768,891,4
2073,712,6
9939,494,5
9759,399,6
3984,394,5
8682,947,7
7735,186,8
3091,311,8
4829,368,7
2606,249,3
3872,682,3
3800,288,2
2972,367,2
4216,395,5
3186,494,3
2199,695,9
4269,681,2
1612,429,8
1533,475,7
7150,760,9
8560,495,2
8157,104,9
9399,769,6
8865,128,5
6680,127,4
7086,196,3
2098,373,5
7864,578,7
3548,910,3
1425,199,7
4402,540,9
9330,482,5
8476,443,8
6032,900,9
7663,238,9
4632,994,8
9422,406,2
5672,722,4
5211,651,3
9866,975,7
6861,216,3
8374,275,5
1481,377,6
3696,615,6
2141,321,4
4493,689,7
6030,210,1
4293,349,4
1317,757,5
8378,867,2
3625,931,6
5144,110,2
2921,130,3
5948,535,4
6395,694,9
9331,734,7
5563,566,8
9188,471,8
5066,243,2
6360,708,8
3007,627,5
7038,877,3
5500,572,2
8851,306,6
4847,974,3
8276,864,9
9063,893,8
9326,562,7
2527,698,9
5694,620,4
1435,925,8
5371,417,2
6385,889,4
1216,769,4
2910,707,8
1586,214,5
9655,260,6
7234,822,2
8704,206,3
2472,710,2
5671,468,7
2760,638,7
2046,233,2
8055,493,8
6850,978,6
9677,938,2
3420,890,6
5642,451,3
1630,582,8
4569,607,8
1818,775,4
6398,168,4
4080,788,6
1950,444,5
2768,397,7
5753,996,5
8296,428,7
4276,298,5
3419,315,3
4390,540,8
2779,518,4
7680,790,6
3029,219,1
1614,132,5
3244,521,3
8640,938,5
7049,638,2
8510,319,5
5532,487,5
7756,633,8
4302,243,5
5126,465,4
4917,568,1
5768,645,9
9712,511,8
7329,455,9
6893,624,6
5976,978,9
6530,938,7
5915,445,3
1654,694,6
9834,424,4
2955,135,1
9361,624,3
3470,858,6
3284,482,2
6100,504,7
7970,437,6
9638,100,6
2524,418,8
2026,467,3
3892,419,9
7410,492,6
7312,778,8
7704,653,2
6897,847,2
4969,662,5
6051,367,4
8534,576,8
9894,295,3
3939,839,4
2298,229,2
1311,232,6
8228,296,6
1142,696,3
5884,125,2
5452,680,2
9264,798,5
6346,510,9
9016,786,7
8660,491,8
8665,956,3
5371,285,2
8932,356,5
1313,407,9
1640,143,6
5142,501,4
8066,736,5
2448,900,6
3269,270,9
8121,577,3
7444,558,6
2026,690,8
4727,824,2
6862,740,5
2357,947,9
9688,426,6
1460,135,7
6705,910,2
9707,438,6
7794,178,7
7020,173,4
2496,953,8
4305,677,7
7410,893,4
8147,950,2
8604,125,7
4846,704,4
9109,474,3
7454,189,7
8239,614,5
9570,449,8
8760,515,8
6303,289,8
6757,559,5
8674,709,6
3563,655,6
6728,600,3
2768,981,1
9204,978,9
1292,635,9
2019,962,4
5939,363,1
4458,531,9
7688,551,8
2434,925,9
5006,763,8
7831,764,4
7644,976,5
5443,486,5
4006,333,1
5784,965,6
6361,188,5
8454,170,5
5099,805,2
5489,612,6
1421,913,3
3906,106,3
7854,121,4
7710,945,8
2878,113,7
7755,326,3
5791,357,3
5204,147,2
7928,828,3
1424,612,5
7003,840,4
7638,193,4
7839,903,6
1162,758,9
2426,836,3
5787,786,1
2800,383,9
7204,317,6
3151,622,7
2307,599,3
4838,330,4
3656,848,7
7804,100,2
1448,110,8
7348,105,7
6531,219,3
4615,901,6
8200,479,7
8878,257,3
5424,799,2
8388,759,7
2116,197,7
8653,882,4
1672,238,7
8591,609,3
9436,304,9
4464,208,7
3399,757,9
8422,751,7
6554,158,7
6503,281,3
4424,302,1
5293,788,8
6576,221,7
2621,894,7
2973,734,6
3716,802,5
8435,949,3
1501,255,6
3812,332,5
9906,545,7
5455,310,5
1417,731,8
6249,177,7
5632,467,2
2949,802,1
9850,209,5
8447,995,7
7908,516,6
5828,457,2
9104,619,6
3546,394,4
3528,875,4
6008,166,2
1668,332,2
3087,565,7
1834,424,4
9221,973,8
4167,549,3
9255,905,2
9086,655,7
7024,518,2
8787,320,3
5734,507,6
2106,160,3
2003,232,2
8948,412,9
5258,552,8
2510,100,2
4734,698,6
1134,937,7
4035,214,7
7063,997,7
6629,780,6
1728,336,9
7508,218,5
3863,343,1
2645,909,7
2341,816,5
1133,697,2
2382,228,3
2099,350,2
7718,288,2
5519,930,1
8196,106,3
7098,489,2
3683,382,2
7562,706,1
6566,598,1
3853,574,5
5043,583,6
1986,865,3
5550,353,7
7650,889,9
3118,872,2
4215,545,4
7386,299,5
1418,378,2
5024,487,6
1815,774,8
2110,464,7
3197,798,3
2712,501,7
6137,417,7
5326,130,2
3930,544,6
9540,455,6
2182,967,2
7228,608,1
3473,129,4
3149,185,1
5847,704,7
8960,337,1
7413,119,4
2190,916,8
5886,364,9
7881,839,7
5897,931,2
2676,326,3
7600,992,7
1727,759,6
6687,855,6
1510,161,3
7404,458,5
4982,763,8
4752,544,4
4348,456,6
5014,645,1
2265,406,7
3871,855,5
2535,480,7
2332,290,8
7412,708,5
6301,198,4
7510,130,4
6192,581,2
5546,895,7
7831,848,5
2780,579,3
3592,477,1
7654,232,5
7842,646,7
8034,964,1
9051,877,8
6422,490,2
1482,975,5
9174,620,3
3418,582,4
1460,229,6
5938,826,8
6180,516,3
7050,355,4
5050,546,5
5841,391,8
2786,492,7
9977,376,6
4236,319,1
4278,839,5
3149,281,6
7553,371,2
2201,161,1
3364,400,2
3321,746,1
3624,503,6
8506,417,4
3801,634,7
8862,941,4
4054,317,4
3465,700,5
7511,251,2
3120,429,4
7559,964,5
7770,353,5
5123,329,3
6535,416,2
6573,150,2
6773,473,7
7500,431,7
1556,430,1
3340,698,6
3442,984,5
8619,495,6
4006,343,2
6076,371,2
4275,245,6
5978,166,8
3184,259,2
5139,986,4
1840,200,8
7252,954,5
4851,150,6
4535,591,6
6747,157,2
5432,720,6
2422,778,6
9397,349,3
9773,190,8
6769,802,8
4395,596,8
4092,256,5
1895,821,2
2043,360,2
6874,282,3
4895,922,3
7643,586,7
4442,692,4
8744,964,2
6959,315,1
9051,290,7
4888,676,3
7005,860,8
8192,694,5
6435,578,7
1327,571,5
7016,552,5
4424,489,4
3263,916,7
5917,402,4
7899,808,5
3691,451,3
2024,832,7
7982,574,2
3243,845,6
6888,444,2
3172,319,6
4028,962,6
2657,316,4
6626,423,8
9530,859,1
5390,945,1
6368,286,7
5590,212,3
6856,951,8
4473,214,5
5299,188,8
2406,349,7
5546,948,8
4944,409,4
9491,854,8
7922,663,3
8373,193,1
4224,415,1
3436,467,7
2740,738,8
8016,462,4
7164,113,8
7072,332,3
8570,202,3
1462,470,7
2013,357,1
7445,514,6
6312,800,6
9726,369,8
6407,506,9
5158,353,4
3531,583,2
6557,382,8
4304,642,7
4439,803,5
9765,487,6
7132,548,6
5798,498,6
8780,853,5
7324,929,4
4913,627,1
7042,611,3
5231,490,4
9950,614,3
9163,766,3
1545,496,2
5352,774,7
5519,519,9
9539,884,2
8066,719,3
9780,436,4
5916,238,4
8467,220,2
3303,794,5
9698,924,4
8612,231,2
1292,125,6
9645,184,8
1281,765,6
7884,942,4
4092,735,8
7159,896,8
5339,728,3
5555,460,2
4407,511,2
2416,579,3
2384,900,9
7635,229,2
5587,210,2
9041,713,2
7627,577,7
4466,552,3
4526,896,4
3363,893,6
3963,829,3
6575,690,7
8393,204,2
5334,916,4
3647,672,4
2851,997,5
2980,264,2
7053,502,4
5657,559,3
7038,435,2
5120,362,5
7536,391,5
4205,487,8
6723,737,4
2920,684,8
8025,621,1
7730,813,1
6882,273,6
8475,400,3
3069,146,2
1962,688,3
1401,890,2
2698,848,8
8868,408,1
2013,463,5
3769,838,9
5088,754,2
1923,435,1
1367,993,9
7084,335,6
8648,878,6
5542,867,5
4177,595,2
4981,676,4
9194,795,3
8008,530,3
7144,481,7
1350,742,8
1172,605,8
5177,277,9
4753,143,5
8004,471,4
6703,717,6
2867,235,6
5632,725,2
6245,810,7
8886,979,7
8342,224,7
3458,136,6
4498,270,6
4034,128,5
2678,488,8
7840,102,4
1256,344,8
5219,162,6
9013,709,4
6124,322,8
9170,628,2
1585,559,6
9864,578,4
3216,230,3
9773,319,5
2254,848,2
1970,918,2
7148,651,5
9132,981,3
7927,342,5
3955,341,5
9298,531,4
6605,613,3
7590,850,6
4872,971,8
6686,386,1
4377,147,7
1201,519,7
1591,767,4
9068,102,1
2314,816,5
6570,747,6
7214,211,8
7668,747,2
5454,708,5
5991,662,6
3143,342,8
9867,282,2
3624,744,8
2155,868,9
7613,310,6
7722,714,6
5883,633,8
3502,472,6
1912,582,4
2467,300,7
3639,728,8
2570,809,6
7223,424,2
6265,328,3
7318,357,6
6429,773,7
5137,489,7
9691,285,7
7804,190,9
5685,413,3
4266,202,4
3779,433,5
5148,832,5
4930,897,3
9543,989,4
3827,296,9
2832,521,5
1776,202,2
2762,115,2
6350,363,4
5605,228,5
1428,139,3
2581,110,3
7980,955,5
4809,129,2
5269,260,1
8172,483,9
1311,239,1
3917,878,2
6112,369,3
5244,985,7
9374,501,5
7181,200,6
7792,240,8
4130,429,3
2002,721,6
1370,579,3
5645,773,5
9296,796,5
6616,685,6
6786,654,4
2153,962,6
3151,860,3
7669,720,3
5039,284,6
1309,861,9
6020,933,8
1892,789,4
7785,481,9
1170,752,8
1245,337,6
9456,769,2
1150,856,4
1624,444,6
5951,813,6
7037,260,9
1408,104,9
5505,992,5
1504,515,7
9578,862,5
9811,796,7
2289,184,2
1365,569,5
5983,829,2
9842,664,2
3420,749,7
6808,696,8
9807,671,9
4006,499,8
6924,364,9
7480,855,9
7333,819,2
2526,144,3
7750,116,4
9421,279,9
8495,690,6
2508,874,9
1900,607,7
4654,992,4
7142,370,4
2295,155,3
6852,832,4
9563,610,1
7223,354,8
8216,667,2
3465,813,6
2920,391,4
3337,547,3
9306,144,3
5811,558,8
3238,445,2
6158,797,2
9661,213,2
7747,376,1
2156,787,5
1321,736,8
9936,865,4
9335,474,5
1418,522,6
9380,738,2
5060,385,9
4894,526,4
7247,943,4
2651,364,9
5194,563,8
7741,577,2
4144,707,4
2214,119,7
8318,396,2
4251,870,4
3594,423,7
9614,359,4
4513,599,5
6824,727,4
9021,848,7
1519,519,1
2544,687,9
4802,970,2
5228,863,2
9913,351,3
5581,499,8
3858,746,5
6680,934,4
1505,626,8
2876,978,2
7288,844,8
8713,930,1
6283,735,5
6457,400,3
8855,789,3
4279,860,8
7075,203,8
7581,452,4
5474,388,1
5336,308,6
3830,843,9
7652,787,6
3517,331,6
5079,496,4
2090,880,3
5001,712,8
1167,151,7
1686,203,8
7685,634,1
6812,197,5
8196,516,6
2010,259,2
7424,629,6
7771,324,6
9576,305,6
2599,977,4
7823,137,4
6782,310,6
2856,572,5
9607,322,1
8799,387,2
5882,178,6
9735,455,7
2775,437,1
1898,834,6
4696,241,8
1826,928,5
9453,714,3
9306,631,3
1764,203,2
3012,906,3
3700,815,2
6858,464,1
9378,986,5
3508,388,4
2359,161,2
9803,966,9
8645,910,4
1216,315,5
9353,837,4
7518,632,2
3088,853,4
1411,119,2
2611,400,4
5919,299,7
9236,834,6
8771,103,6
1931,607,2
4852,243,4
3187,319,7
6951,579,3
8412,744,9
5638,223,2
3228,443,4
1478,396,4
4454,434,2
4607,357,3
4859,481,3
3396,935,6
6557,695,2
5675,469,4
3613,458,2
1382,306,4
7141,356,9
2593,121,2
3954,535,2
5266,623,8
4248,281,7
6127,800,7
6845,154,3
8925,432,3
7858,890,1
8480,262,5
2761,165,4
4576,367,2
7305,106,6
3420,938,1
3970,471,7
2644,720,3
1241,962,2
7832,549,4
3019,308,9
1761,311,1
8259,842,7
8048,602,9
4784,405,7
6631,515,6
4571,318,1
7889,380,3
5531,483,5
6423,669,2
2605,495,8
6105,966,2
8764,767,3
7812,387,9
4882,250,4
7216,952,6
2326,796,5
9774,851,6
6170,812,1
1632,803,1
9245,301,4
9889,854,6
3219,183,3
6006,212,2
4421,130,8
8159,442,2
5160,540,8
5529,435,4
7827,542,4
4798,540,9
9056,829,7
5637,348,5
6974,372,8
2775,299,5
7287,766,2
9003,172,5
7836,587,5
8539,826,6
1858,132,5
2944,714,4
3005,345,4
2811,898,7
1812,323,7
7081,136,8
5624,977,4
1232,946,5
3888,436,7
7872,524,4
1594,526,7
3792,841,5
8915,176,7
3553,646,2
8486,325,5
5305,682,7
2254,203,9
3560,446,4
2054,157,8
6469,313,2
5459,467,6
2102,577,5
1555,716,5
1883,684,7
9528,851,2
9226,182,5
2560,512,3
8198,723,1
3946,656,3
1654,395,3
3270,417,7
8371,437,2
2052,432,8
9666,255,4
1512,823,3
4106,227,7
8975,120,8
8110,406,2
4484,213,5
4510,592,3
9598,708,3
9549,663,4
6314,915,2
5055,422,4
7179,392,8
5539,684,3
2573,816,1
8160,802,4
5406,953,3
4692,264,6
8645,286,8
3251,351,4
3986,172,2
6761,133,8
5948,965,5
2651,184,4
5580,290,4
4729,361,1
9523,785,7
5149,286,8
1497,637,8
2287,184,4
1773,416,5
6908,672,6
2334,484,7
2528,612,1
9028,204,5
7935,869,7
9120,935,2
4506,941,5
7354,851,3
2925,938,7
1198,623,5
8911,945,6
1857,895,1
3175,561,8
2600,734,1
7890,419,1
9932,711,4
2619,181,2
4984,980,6
3076,506,3
9024,302,7
8195,333,2
6586,638,5
2330,249,2
4710,236,6
2457,684,7
2881,382,2
1943,786,7
6296,443,6
2491,829,6
6227,788,8
6121,466,8
3536,614,7
7028,484,7
5295,306,4
6819,546,2
2715,580,6
5251,739,8
5172,935,3
4206,725,4
2794,384,4
8642,640,6
3142,292,9
1994,215,4
3466,442,7
4653,955,8
1486,743,2
5978,799,4
3249,569,3
1320,204,6
9502,662,6
6779,299,8
8727,237,3
4024,257,5
8042,713,3
6857,778,4
7510,270,5
1286,529,5
5769,801,4
9230,961,6
2704,993,2
2556,317,2
4494,587,9
9583,365,1
8605,937,4
8711,197,6
8324,474,6
2670,443,7
5418,894,2
6696,796,4
2006,929,6
2099,339,5
6265,820,3
7495,554,5
2582,713,2
4322,974,4
7973,784,9
5150,743,7
9784,333,7
9833,555,8
8418,378,7
4238,805,5
2341,593,4
7217,460,6
7650,947,3
5241,753,2
1413,225,2
4055,513,6
7909,265,4
9250,685,4
3764,151,5
8200,267,1
6541,537,9
8955,691,3
2537,659,8
2593,804,5
8357,239,2
6549,193,3
2452,975,7
2745,871,6
9894,435,6
7597,977,6
2361,762,2
8127,518,5
1776,723,6
8550,390,1
6448,158,9
1542,745,8
9933,485,9
9663,761,5
8051,803,8
3401,875,4
3219,134,6
2803,135,7
9258,633,9
3837,807,1
3950,441,5
3407,453,5
2092,146,1
9983,265,1
5041,956,7
8475,479,2
2639,600,7
1463,475,9
6137,882,4
6327,692,2
1443,420,3
2702,137,3
5990,763,5
8479,832,3
1815,556,3
